validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
True,Church of the Assumption,Church,"45 North Sprague Avenue, Bellvue, Pennsylvania 15202, United States",https://bellworthparkcc.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,https://www.sacredheartavonworth.org/_files/ugd/75a69b_f4e3bc8fc7fe4e6284510b74130163c0.pdf,,Patrons may walk in for takeout or call ahead: (412) 419-3959. Pick up is beneath the church in McGovern Hall.,(412) 419-3959,,,True,,False,,True,,40.497425,-80.05727
True,Lowber VFD ,Fire Department,"376 Lowber Road, Herminie, Pennsylvania 15660, United States",https://www.facebook.com/Lowberclub/,"Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM, Friday Apr 15 from 11:00 AM to 7:00 PM",,,"LOWBER VFC FISH FRY MENU & PRICE 
11 am - 7pm lent & every Friday
Call ahead orders 724 446-9978
Fish sandwich $8.00 
FS /Cheese $ 8.50  
Fish sandwich w/ 2 sides $10.00    
Fish dinner w/c w / 2 sides $10.50   
Shrimp (6) pc. $6.00 
Shrimp (6) pc. w/fries & slaw $8.00  
Kids meals:
Chicken tenders (3) pc.  $6.00 
Chicken tender (3) pc. w/ one side 
(Choice of fries, Mac & cheese, or (4) cheese sticks) CIRCLE 1 
Sides:    $2.00 PC.
FRIES  
COLE SLAW 
MAC &CHEESE 
(4) CHEESE STICK
HALUSHKI 
(4) PIEROGI  
Family Size Sides $8.00 
POP &WATER .50",,,,,True,,True,,True,,40.260845,-79.724956
True,SS. Simon and Jude,Church,"1607 Greentree Road, Pittsburgh, Pennsylvania 15220, United States",https://straphaelcgs.org/,"Wednesday Mar 2 from 4:30 PM to 7:00 PM, Friday Apr 8 from 4:30 PM to 7:00 PM, Friday Apr 1 from 4:30 PM to 7:00 PM, Friday Mar 25 from 4:30 PM to 7:00 PM, Friday Mar 18 from 4:30 PM to 7:00 PM, Friday Mar 11 from 4:30 PM to 7:00 PM, Friday Mar 4 from 4:30 PM to 7:00 PM",,https://d2y1pz2y630308.cloudfront.net/22104/documents/2022/2/SSJ%20FISH%20FRY%20MENU%202022-1.pdf,,, 412-563-1353,,,True,,,,True,,40.4008,-80.0625
True,Bovard VFC,Fire Department,"2 Washington Street, Greensburg, Pennsylvania 15601, United States",https://www.facebook.com/Bovardvfc84/,"Friday Apr 8 from 2:00 PM to 7:00 PM, Friday Apr 1 from 2:00 PM to 7:00 PM, Friday Mar 25 from 2:00 PM to 7:00 PM, Friday Mar 18 from 2:00 PM to 7:00 PM, Friday Mar 11 from 2:00 PM to 7:00 PM, Friday Mar 4 from 2:00 PM to 7:00 PM",,https://www.facebook.com/photo/?fbid=7463646380320131&set=a.217999344884907,,,(724) 837-8408,,,True,,False,,True,,40.315641,-79.505088
True,Bulldog Pub,Restaurant,"1818 Morningside Ave. Pittsburgh, PA 15206",https://www.facebook.com/BulldogPubPGH/,"Friday Apr 15 from 2:00 PM to 2:00 PM, Wednesday Mar 2 from 2:00 PM to 2:00 PM, Friday Apr 8 from 2:00 PM to 2:00 PM, Friday Apr 1 from 2:00 PM to 2:00 PM, Friday Mar 25 from 2:00 PM to 2:00 PM, Friday Mar 18 from 2:00 PM to 2:00 PM, Friday Mar 11 from 2:00 PM to 2:00 PM, Friday Mar 4 from 2:00 PM to 2:00 PM",,https://www.facebook.com/BulldogPubPGH/photos/a.573404419413950/4979688152118866/,,,412-404-2775,,,True,True,True,,True,,40.486705,-79.92653
True,St. Nicholas Serbian Orthodox,Church,"2110 Haymaker Road, Monroeville, PA",http://www.stnicholasmonroeville.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,https://www.facebook.com/stnicholasserbianorthodoxchurch/photos/a.1466944743605507/2830929730540328/,"Fish Fry Fridays are back!
The St. Nicholas Men's Klub Karadjordje will begin Lenten Fish Fry's every Friday from 4 PM - 7 PM, beginning Friday, March 4, through Friday, April 15.  Both Eat-In seating at the church hall as well as Take-Out service will be available.   Pre-orders for Take Out meals can be called into 412 372-9895 after Noon on the Wednesday preceding Fish Fry's.     
A new and improved ala carte menu will be offered this year as well as the return of our popular cake table! Please note our new menu items, which include Pierogies and Mac n' Cheese!
Hope to see everyone each Friday (beginning March 4).....Come Hungry!!",,412-372-9895,,False,True,False,False,True,True,,40.404933,-79.756456
False,Fayette City VFC,Fire Department,"340 Second Street, Fayette City, PA 15438",https://www.facebook.com/fcvfc17/,"Wednesday Mar 2 from 11:00 AM to 6:00 PM, Friday Mar 4 from 11:00 AM to 6:00 PM, Friday Mar 11 from 11:00 AM to 6:00 PM, Friday Mar 18 from 11:00 AM to 6:00 PM, Friday Mar 25 from 11:00 AM to 6:00 PM, Friday Apr 1 from 11:00 AM to 6:00 PM, Friday Apr 8 from 11:00 AM to 6:00 PM, Friday Apr 15 from 11:00 AM to 6:00 PM",,,,,724-326-4441,,True,True,,True,,False,,40.098682,-79.839722
False,Our Lady of Lourdes,Church,"1109 Main St. Burgettstown, PA",https://stisidorethefarmer.org/,"Friday Mar 4 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM, Friday Apr 15 from 3:00 PM to 7:00 PM",,,,St. Bernadette Hall,724-947-5076,,True,True,,False,True,False,,40.373218,-80.389857
False,"St. Ann, Waynesburg",Church,"232 E. High St. Waynesburg, PA",https://stmatthiasgreene.org/,,,,,,724-627-7568 EXT.5,,,,,,,False,,39.896451,-80.183427
True,Nancy's Revival,Restaurant,"616 South Avenue, Pittsburgh, Pennsylvania 15221, United States",https://nancysrevival.com,"Friday Apr 15 from 2:00 PM to 7:30 PM, Wednesday Mar 2 from 2:00 PM to 7:30 PM, Friday Apr 8 from 2:00 PM to 7:30 PM, Friday Apr 1 from 2:00 PM to 7:30 PM, Friday Mar 25 from 2:00 PM to 7:30 PM, Friday Mar 18 from 2:00 PM to 7:30 PM, Friday Mar 11 from 2:00 PM to 7:30 PM, Friday Mar 4 from 2:00 PM to 7:30 PM",,,,,(412) 242-3447,,,,,,,True,,40.44214,-79.8862
False,St. Boniface,Church,"359 Main Street, Kersey, PA 15846",https://st-boniface.org/,,,,,,814-885-8941,church.office@st-boniface.org,,True,,,,False,,41.361494,-78.601931
True,Pitcairn Hose Company #1,Fire Department,"100 Center Ave., Pitcairn, PA",https://www.facebook.com/Station229,"Friday Mar 4 from 3:30 PM to 7:30 PM, Friday Mar 11 from 3:30 PM to 7:30 PM, Friday Mar 18 from 3:30 PM to 7:30 PM, Friday Mar 25 from 3:30 PM to 7:30 PM, Friday Apr 1 from 3:30 PM to 7:30 PM, Friday Apr 8 from 3:30 PM to 7:30 PM, Wednesday Mar 2 from 3:30 PM to 7:30 PM, Friday Apr 15 from 3:30 PM to 7:30 PM",,https://www.facebook.com/Station229/photos/a.731169566896177/5271009079578847,"Platters incl fries and drink
Fish no bun platter $12
Fish sandwich platter $13
5 pc shrimp platter $11
3 pc chicken tenders $8
a la carte
fish sandwich only $10
piece of fish $9
Sides:
fries $3
Haluski $4
Mac and cheese $5
4 pierogies $4
cole slaw $3
Drinks $1
extra bun $1",Behind Sunoco/limited eat in/take out and delivery,412-372-7040,,False,True,False,False,,True,,40.401789,-79.777859
True,Lower Burrell #1 VFC Kinloch,Fire Department,"915 New York Avenue, New Kensington, Pennsylvania 15068, United States",https://www.facebook.com/lowerburrellvfc1/,"Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM, Wednesday Mar 2 from 11:00 AM to 7:00 PM, Friday Apr 15 from 11:00 AM to 7:00 PM",,https://www.facebook.com/lowerburrellvfc1/photos/a.175633682646396/1846337942242620,"Dinners (incl choice of fries, mac and cheese, vegetable medley, or haluski, plus applsauce or cole slaw)
Fish sandwich dinner $10
Baked fish dinner $9.50
Shrimp (6) dinner $10
Crab cakes (2) dinner $8
Fish and Chips (2 small pieces) dinner $9.50
Chicken strips (3) dinner $8
Lenten platter (1 small cod, 1 crab cake, 1 baked fish) dinner $12
Pizza:
white 8 cut $10
cheese or pepperoni 4 cut $5, 8 cut $8.50
A la Carte:
Fish sandwich $8
Fish on a dish $6
Crab cakes $6
Shrimp scampi $6
Pierogies 1/2 dozed $3.50 Dozen $6.50
mac and cheese wedges $4.50
Cole slaw or applesauce $1
Mac and cheese $4
Haluski $4
Cheddar or hot cheese balls $4
Kinloch special Tower Sandwich $10
For kids:
Grilled cheese $5
Chicken nuggets $5","dine in, take out, or delivery ($10 minimum); cc accepted with $10 minimum purchase",724-339-7537,,,True,,True,,True,,40.550728,-79.742914
True,Shelly Pie Pizza,Restaurant,"912 Penn Avenue, Turtle Creek, Pennsylvania 15145, United States",https://www.shellypiepizza.com/,"Wednesday Mar 2 from 11:00 AM to 8:00 PM, Friday Mar 4 from 11:00 AM to 8:00 PM, Friday Mar 11 from 11:00 AM to 8:00 PM, Friday Mar 18 from 11:00 AM to 8:00 PM, Friday Mar 25 from 11:00 AM to 8:00 PM, Friday Apr 1 from 11:00 AM to 8:00 PM, Friday Apr 8 from 11:00 AM to 8:00 PM, Friday Apr 15 from 11:00 AM to 8:00 PM",,https://www.shellypiepizza.com/_files/ugd/4aa21a_e1ffb2e9c53c410fb98e8f28a39d09bf.pdf,,,(412) 646-2560,,,True,,True,,True,,40.404173,-79.825535
True,American Legion Post 868,Veteran's Organization,"1100 Wildlife Lodge Rd., Lower Burrell, PA",https://www.facebook.com/post868/,"Wednesday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM, Friday Apr 15 from 11:00 AM to 7:00 PM",,,"Pirogies, Mac & cheese, shrimp, fried fish ",No times listed for 2022 yet but menu is up. ,,,True,True,True,True,,True,,40.583376,-79.710824
False,Washington Township VFC,Fire Department,"1314 Axton St Belle Vernon, Pennsylvania",https://www.facebook.com/Washington-Twp-VFC-116733318342068/,"Friday Mar 4 from 11:00 AM to 6:00 PM, Friday Mar 11 from 11:00 AM to 6:00 PM, Friday Mar 18 from 11:00 AM to 6:00 PM, Friday Mar 25 from 11:00 AM to 6:00 PM, Friday Apr 1 from 11:00 AM to 6:00 PM, Friday Apr 8 from 11:00 AM to 6:00 PM, Wednesday Mar 2 from 11:00 AM to 6:00 PM, Friday Apr 15 from 11:00 AM to 6:00 PM",,,,,724-929-4172,,,True,,True,,False,,40.118249,-79.841409
True,Hoffstats Cafe Monaco,Restaurant,"Hoffstot's Cafe Monaco, 533 Allegheny Ave, Oakmont, Pennsylvania 15139, United States",https://www.facebook.com/hoffstots.cafemonaco,"Friday Mar 4 from 12:00 PM to 6:00 PM, Friday Mar 11 from 12:00 PM to 6:00 PM, Friday Mar 18 from 12:00 PM to 6:00 PM, Friday Mar 25 from 12:00 PM to 6:00 PM, Friday Apr 1 from 12:00 PM to 6:00 PM, Friday Apr 8 from 12:00 PM to 6:00 PM, Wednesday Mar 2 from 12:00 PM to 6:00 PM, Friday Apr 15 from 12:00 PM to 6:00 PM",,https://www.facebook.com/hoffstots.cafemonaco/photos/a.530672243660369/5034627443264804/,,,,,False,True,,True,,True,,40.51864,-79.8434
True,The Warren,Restaurant,"245 7th Street, Pittsburgh, Pennsylvania 15222, United States",http://thewarrenpgh.com,"Friday Apr 15 from 5:00 PM to 11:00 PM, Wednesday Mar 2 from 5:00 PM to 11:00 PM, Friday Apr 8 from 5:00 PM to 11:00 PM, Friday Apr 1 from 5:00 PM to 11:00 PM, Friday Mar 25 from 5:00 PM to 11:00 PM, Friday Mar 18 from 5:00 PM to 11:00 PM, Friday Mar 11 from 5:00 PM to 11:00 PM, Friday Mar 4 from 5:00 PM to 11:00 PM",,,"Are we doing a fish fry at The Warren for Lent? Why yes we are! 
Batter & Panko Dipped Fried Haddock Plate served with slaw, fries, cocktail and tarter sauce! 
Available daily all week! 
Kitchen daily 5-Midnight 
Sushi 5-11pm
Bar 5-2am 
Brunch Saturday & Sunday 11-4 ",,(412) 201-5888,,,,True,False,,True,,40.44272,-79.99986
True,"Queen of the Rosary, Glassport",Church,"530 Michigan Ave. Glassport, PA",https://joachimandannediopitt.org/,"Friday Apr 8 from 11:00 AM to 6:30 PM, Friday Apr 1 from 11:00 AM to 6:30 PM, Friday Mar 25 from 11:00 AM to 6:30 PM, Friday Mar 18 from 11:00 AM to 6:30 PM, Friday Mar 11 from 11:00 AM to 6:30 PM, Friday Mar 4 from 11:00 AM to 6:30 PM",,https://www.facebook.com/qorfishfry/photos/a.831824403538692/4935470126507412/,,Social Hall,412-872-5136,,,True,,,True,True,,40.327075,-79.890492
True,Stockdale Volunteer Fire Department,Fire Department,316 Railroad St. Stockdale PA 15483,http://stockdalevfd.com/,"Wednesday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM, Friday Apr 15 from 11:00 AM to 7:00 PM",,,,Located in the Social Hall Annex,724-938-3300,,False,True,,True,,True,,40.08291,-79.84925
False,St. Paul's TEC,Church,"130 West Main Street Monongahela, PA 15063",http://www.stpaulsmon.org/,,,,,,724-258-7792,,,,,,,False,,40.200669,-79.923358
False,SS. Peter and Paul School,Church,"370 East End Avenue, Beaver, Pennsylvania 15009, United States",https://beavercatholic.com/,"Friday Mar 4 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM",,,,school cafeteria,724-359-0659,,,True,,False,,False,,40.69924,-80.297904
True,"Christ United Methodist Church, Bethel Park",Church,"44 Highland Rd., Bethel Park, PA",https://www.christumc.net/fishfry,"Friday Mar 4 from 11:00 AM to 2:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 11:00 AM to 2:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 11:00 AM to 2:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 11:00 AM to 2:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 11:00 AM to 2:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 11:00 AM to 2:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,https://faithconnector.s3.amazonaws.com/christumc/files/fishfry2022.pdf,,"We will be doing drive-thru takeout orders only (no/call in orders). Turn in the first entrance off Highland/Rd, closest to Oxford Dr. Orders will be taken at Door/#3. Follow the cones around the corner to Door #5./Your order will be brought out to you there.",412-835-6621,jmorgan@christumc.net,False,True,False,True,True,True,,40.348504,-80.048385
True,St. Kilian (Cranberry),Church,"7076 Franklin Road, Cranberry Township, PA 16066",https://saintkilian.org/fish-fry,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,https://saintkilian.org/documents/2022/2/FFinfoflyer1.pdf,"Each meal for $15.00 includes our delicious, hand battered and breaded cod served on a sesame seed bun, accompanied by homemade coleslaw, french fries, homemade tartar sauce and, in alternating weeks, either a side of pierogies or macaroni and cheese. (Pierogies-3/4, 3/18, 4/1; Mac n Cheese 3/11, 3/25, 4/8)
",Pre-order only. No walk-in. Contactless Drive-thru,,,,True,,False,,True,,40.683618,-80.07463
False,First United Methodist Church Covenant Center,Church,"301 North Jefferson Street, Kittanning, PA",http://www.firstchurchkittanning.com/,,,,,Lenten dinners have been canceled,(724) 548-4312,fumchurch@windstream.net,,,,,,False,,40.816874,-79.52297
True,Saint Irenaeus,Church,"387 Maryland Avenue, Oakmont, Pennsylvania 15139, United States",https://holyfamilypgh.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Mar 4 from 11:00 AM to 1:00 PM, Friday Mar 11 from 11:00 AM to 1:00 PM, Friday Mar 18 from 11:00 AM to 1:00 PM, Friday Mar 25 from 11:00 AM to 1:00 PM, Friday Apr 1 from 11:00 AM to 1:00 PM, Friday Apr 8 from 11:00 AM to 1:00 PM",,https://www.facebook.com/HolyFamilyPGH/photos/a.678008899014464/2168094103339262/,"Fried Fish Sandwich
Baked Fish Sandwich $14
Gluten Free Fish $14
Also available: Tuna Salad Croissant, fried shrimp dinner, cheese pizza & onion rings & dessert
Dinner includes salad or cole slaw and a choice of fries, mac and cheese, haluski",,412-828-9846,,,,,True,,True,,40.51928,-79.84116
True,Byzantine Catholic Church of the Resurrection,Church,"455 Center Road, Monroeville, Pennsylvania 15146, United States",https://resurrectionmonroeville.wordpress.com/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Wednesday Mar 2 from 4:00 PM to 7:00 PM",,,,,412-372-8650,,,True,,,,True,,40.453933,-79.761477
False,St. Catherine of Sweden,Church," 2554 Wildwood Rd, Allison Park, PA 15101",https://www.stcatherineofsweden.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,,,,412-486-6001,,,True,,False,,False,,40.591488,-79.966565
True,St. Joseph (Coraopolis),Church,"1313 5th Avenue, Coraopolis, Pennsylvania 15108, United States",https://www.mshj.org/,"Friday Apr 15 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 4 from 3:00 PM to 7:00 PM",,https://mshj.org/documents/2022/2/MSHJ%20Fish%20fry%20flyer%202022%20final%20update-1.pdf,,,412-329-7911,,,True,False,False,False,True,,40.515674,-80.15899
True,Elliott West End Athletic Association,Community Organization,"Herschel St and Hassler St Pittsburgh, PA 15220",https://www.facebook.com/ElliottAthleticAssociation/,"Wednesday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,https://www.facebook.com/ElliottAthleticAssociation/photos/pcb.1827254250816892/1827253420816975,,Sales are out of the Herschel Playground Little League candy stand.  ,412-928-8854,,False,True,False,False,,True,,40.44088,-80.04379
True,Smithton VFD,Fire Department,"609 Center Street, Smithton, PA",http://smithtonfire.org,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,https://www.facebook.com/364902150192388/photos/a.735942576421675/5691836944165522/,"Lenten Fish Fry is back!!!
New menu items below featuring a new style Coleslaw and Mac n Cheese
Every Friday during lent starting March 4th
              4-7pm
Call ahead and walk-in ordering 
724-872-9201
We will be offering dine-in eating
Credit or debit cards will be accepted with a 3% up charge 
The menu will be:
Hand Breaded Atlantic Cod Fish dinner: includes crinkle cut french fries, cole slaw, and a dinner roll $13
Fish Sandwich dinner: Sandwich, fries, and Coleslaw $12
Fish sandwich: $9
Dinners and sandwiches will include 1 cocktail and 1 tarter sauce
Extra fish: $6 
Sides:
Fries $3
Mac and cheese $3
Haluski $3
Extra cocktail or tarter sauce $.50
Pop and water $1",,724-872-9201,,,True,,False,,True,,40.15497,-79.743086
True,Mary Mother of God Parish at Corpus Christi Church Hall,Church,"803 Market Street, Mckeesport, Pennsylvania 15132, United States",https://marymotherofgod1.org/,"Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM",,https://marymotherofgod1.org/documents/2022/2/Fish%20Fry%202022-1.pdf,,,412-672-2220 or 412-215-9857,marymotherofgodtogo@gmail.com,True,True,False,True,True,True,,40.347688,-79.865687
True,St. Albert the Great,Church,"3198 Shieck Street, Pittsburgh, Pennsylvania 15227, United States",https://www.blessedtrinitypgh.org/,"Friday Apr 15 from 11:00 AM to 2:00 PM, Wednesday Mar 2 from 11:00 AM to 2:00 PM, Friday Apr 8 from 11:00 AM to 2:00 PM, Friday Apr 1 from 11:00 AM to 2:00 PM, Friday Mar 25 from 11:00 AM to 2:00 PM, Friday Mar 18 from 11:00 AM to 2:00 PM, Friday Mar 11 from 11:00 AM to 2:00 PM, Friday Mar 4 from 11:00 AM to 2:00 PM, Friday Apr 15 from 3:00 PM to 7:00 PM, Wednesday Mar 2 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 4 from 3:00 PM to 7:00 PM",,https://www.blessedtrinitypgh.org/upcoming-events?fbclid=IwAR2y7sjg74cEBFEOvaNSunjWuTtW-h0HH2sNZphdlhQcPPsP7c941NmkNH8,,,412-440-0221,,,,,,,True,,40.38675,-79.96162
True,Belle Vernon Volunteer Fire Department,Fire Department,"10 Main Street Belle Vernon, PA 15680",https://www.facebook.com/Belle-Vernon-Vol-Fire-Company-152535481459140/,"Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM",It appears this fish fry is going on but only specific date listed was Friday 2/18. ,,,,724-929-5511,,True,True,False,True,,True,,40.128673,-79.875649
False,VFW Post 764,Veteran's Organization,"460 Valleybrook Rd, McMurray, PA 15317",http://www.vfw764.org/,"Friday Mar 4 from 11:30 AM to 2:30 PM, Friday Mar 4 from 4:30 PM to 8:30 PM, Friday Mar 11 from 11:30 AM to 2:30 PM, Friday Mar 11 from 4:30 PM to 8:30 PM, Friday Mar 18 from 11:30 AM to 2:30 PM, Friday Mar 18 from 4:30 PM to 8:30 PM, Friday Mar 25 from 11:30 AM to 2:30 PM, Friday Mar 25 from 4:30 PM to 8:30 PM, Friday Apr 1 from 11:30 AM to 2:30 PM, Friday Apr 1 from 4:30 PM to 8:30 PM, Friday Apr 8 from 11:30 AM to 2:30 PM, Friday Apr 8 from 4:30 PM to 8:30 PM, Friday Apr 15 from 11:30 AM to 2:30 PM, Friday Apr 15 from 4:30 PM to 8:30 PM",,,,,724-941-2005,,True,True,True,True,,False,,40.285113,-80.089085
True,St. Catherine of Siena Social Hall,Church,"1901 Broadway Avenue, Pittsburgh, Pennsylvania 15216, United States",https://stteresakolkatapgh.org/,"Friday Mar 4 from 11:00 AM to 2:00 PM, Friday Mar 11 from 11:00 AM to 2:00 PM, Friday Mar 18 from 11:00 AM to 2:00 PM, Friday Mar 25 from 11:00 AM to 2:00 PM, Friday Apr 1 from 11:00 AM to 2:00 PM, Friday Apr 8 from 11:00 AM to 2:00 PM, Friday Mar 4 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM",,https://stteresakolkatapgh.org/2022-parish-fish-fry,Lunch is take out only.  Dinner is eat in or take out.,,412-531-2135 Extension 19,,True,True,False,True,True,True,,40.40623,-80.02748
False,Salem FD-Slickville VFD,Fire Department,"128 Main Street, Slickville, Pa. 15684",https://www.facebook.com/vfd59/,"Wednesday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,,,,724-468-9978,,,True,,False,,False,,40.460437,-79.520653
